subjectnum;order;blockedormixed;condition;testtrial;faceorword;wordonleft;wordonright;faceonleft;faceonright;responsekey;accuracy;RT;studytrial;testbin;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;41,00;1,00;exercise;courses;0,00;0,00;1,00;0,00;2,72;100,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;42,00;1,00;range;motion;0,00;0,00;2,00;0,00;1,08;99,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;43,00;1,00;claim;became;0,00;0,00;2,00;1,00;0,86;93,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;44,00;0,00;;;203,00;114,00;1,00;0,00;3,39;44,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;45,00;1,00;agencies;bring;0,00;0,00;1,00;1,00;0,97;42,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;46,00;1,00;inner;system;0,00;0,00;2,00;0,00;1,74;69,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;47,00;1,00;feeling;stay;0,00;0,00;1,00;0,00;2,50;68,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;48,00;0,00;;;199,00;170,00;2,00;0,00;2,19;82,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;49,00;0,00;;;95,00;168,00;1,00;1,00;6,12;13,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;50,00;1,00;hole;artists;0,00;0,00;1,00;0,00;1,52;87,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;51,00;1,00;file;fort;0,00;0,00;1,00;0,00;0,97;62,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;52,00;0,00;;;116,00;200,00;1,00;1,00;2,18;80,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;53,00;0,00;;;184,00;175,00;2,00;1,00;2,73;58,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;54,00;0,00;;;206,00;29,00;2,00;0,00;4,81;15,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;55,00;0,00;;;59,00;173,00;2,00;1,00;2,07;76,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;56,00;0,00;;;10,00;82,00;2,00;1,00;2,94;4,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;57,00;0,00;;;136,00;19,00;2,00;0,00;3,06;89,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;58,00;0,00;;;75,00;195,00;1,00;0,00;1,63;51,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;59,00;0,00;;;202,00;6,00;2,00;1,00;1,30;79,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;60,00;1,00;raise;floor;0,00;0,00;1,00;1,00;1,63;78,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;61,00;0,00;;;123,00;62,00;1,00;0,00;3,05;64,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;62,00;1,00;walked;tell;0,00;0,00;1,00;0,00;1,08;38,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;63,00;1,00;name;carry;0,00;0,00;1,00;1,00;0,86;30,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;64,00;0,00;;;86,00;13,00;2,00;1,00;1,96;40,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;65,00;0,00;;;60,00;132,00;1,00;0,00;2,07;53,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;66,00;0,00;;;160,00;106,00;1,00;1,00;1,53;7,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;67,00;1,00;scene;gone;0,00;0,00;1,00;1,00;1,30;48,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;68,00;1,00;chemical;offered;0,00;0,00;2,00;0,00;1,19;22,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;69,00;0,00;;;133,00;87,00;2,00;1,00;1,09;84,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;70,00;0,00;;;191,00;96,00;2,00;0,00;2,40;77,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;71,00;1,00;brown;service;0,00;0,00;2,00;1,00;1,52;29,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;72,00;1,00;purposes;things;0,00;0,00;1,00;1,00;1,30;92,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;73,00;1,00;desk;showing;0,00;0,00;2,00;1,00;0,97;23,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;74,00;1,00;earlier;affairs;0,00;0,00;2,00;1,00;0,97;43,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;75,00;0,00;;;56,00;12,00;2,00;1,00;1,52;8,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;76,00;1,00;alive;choose;0,00;0,00;2,00;0,00;1,08;65,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;77,00;1,00;moral;examples;0,00;0,00;2,00;0,00;0,97;45,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;78,00;0,00;;;76,00;36,00;2,00;1,00;1,63;81,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;79,00;1,00;bright;headed;0,00;0,00;1,00;1,00;1,19;61,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;80,00;1,00;marked;coast;0,00;0,00;1,00;1,00;0,86;5,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;81,00;0,00;;;208,00;186,00;1,00;1,00;1,09;86,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;82,00;1,00;flat;fourth;0,00;0,00;2,00;1,00;1,30;57,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;83,00;0,00;;;85,00;26,00;2,00;1,00;1,20;98,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;84,00;0,00;;;179,00;17,00;1,00;1,00;1,19;39,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;85,00;0,00;;;107,00;9,00;1,00;1,00;1,08;50,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;86,00;0,00;;;52,00;92,00;2,00;0,00;1,20;66,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;87,00;1,00;free;homes;0,00;0,00;2,00;0,00;0,64;1,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;88,00;1,00;somewhere;roads;0,00;0,00;1,00;0,00;0,97;19,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;89,00;0,00;;;100,00;47,00;1,00;1,00;2,84;97,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;90,00;0,00;;;38,00;180,00;2,00;1,00;1,95;90,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;91,00;0,00;;;34,00;93,00;2,00;0,00;1,95;54,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;92,00;0,00;;;83,00;154,00;1,00;1,00;1,30;2,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;93,00;0,00;;;66,00;57,00;1,00;1,00;2,61;41,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;94,00;0,00;;;16,00;71,00;1,00;1,00;3,05;27,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;95,00;0,00;;;51,00;54,00;1,00;0,00;1,85;12,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;96,00;0,00;;;102,00;146,00;1,00;0,00;4,15;49,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;97,00;1,00;scale;farm;0,00;0,00;1,00;1,00;1,30;34,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;98,00;0,00;;;5,00;61,00;2,00;0,00;1,42;70,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;99,00;1,00;struggle;heat;0,00;0,00;2,00;1,00;2,07;21,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;1,00;1,00;3,00;100,00;1,00;cultural;pool;0,00;0,00;2,00;1,00;0,86;47,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;1,00;0,00;;;157,00;88,00;2,00;1,00;2,40;80,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;2,00;0,00;;;73,00;28,00;1,00;0,00;1,74;71,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;3,00;0,00;;;81,00;166,00;1,00;1,00;1,96;4,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;4,00;0,00;;;110,00;177,00;2,00;1,00;1,52;74,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;5,00;0,00;;;2,00;115,00;1,00;1,00;1,52;91,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;6,00;0,00;;;188,00;140,00;1,00;1,00;1,41;65,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;7,00;0,00;;;67,00;125,00;2,00;1,00;3,71;51,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;8,00;0,00;;;205,00;24,00;2,00;1,00;1,52;95,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;9,00;0,00;;;192,00;204,00;2,00;0,00;1,41;94,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;10,00;0,00;;;196,00;15,00;2,00;1,00;1,75;98,00;1,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;11,00;0,00;;;137,00;163,00;1,00;1,00;3,05;49,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;12,00;0,00;;;197,00;209,00;2,00;1,00;1,42;76,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;13,00;0,00;;;23,00;142,00;2,00;0,00;1,85;33,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;14,00;0,00;;;98,00;65,00;1,00;1,00;2,08;81,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;15,00;0,00;;;201,00;50,00;2,00;0,00;1,20;87,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;16,00;0,00;;;68,00;174,00;2,00;0,00;2,07;26,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;17,00;0,00;;;152,00;139,00;2,00;1,00;5,46;25,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;18,00;0,00;;;74,00;119,00;2,00;1,00;1,85;38,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;19,00;0,00;;;159,00;44,00;2,00;0,00;1,85;61,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;20,00;0,00;;;78,00;117,00;2,00;1,00;1,08;35,00;2,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;21,00;0,00;;;198,00;48,00;2,00;1,00;1,53;62,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;22,00;0,00;;;124,00;22,00;2,00;0,00;2,07;47,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;23,00;0,00;;;111,00;156,00;1,00;0,00;1,97;30,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;24,00;0,00;;;143,00;80,00;2,00;1,00;2,07;89,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;25,00;0,00;;;42,00;97,00;1,00;0,00;2,94;59,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;26,00;0,00;;;99,00;207,00;1,00;0,00;1,63;22,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;27,00;0,00;;;109,00;30,00;2,00;0,00;1,30;52,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;28,00;0,00;;;130,00;108,00;2,00;1,00;2,62;93,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;29,00;0,00;;;90,00;164,00;1,00;1,00;3,39;41,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;30,00;0,00;;;210,00;35,00;1,00;1,00;1,08;83,00;3,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;31,00;0,00;;;178,00;122,00;2,00;0,00;1,85;36,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;32,00;0,00;;;69,00;43,00;1,00;1,00;1,42;63,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;33,00;0,00;;;8,00;103,00;2,00;1,00;1,30;48,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;34,00;0,00;;;4,00;7,00;2,00;1,00;1,41;13,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;35,00;0,00;;;79,00;33,00;2,00;1,00;2,50;10,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;36,00;0,00;;;193,00;101,00;1,00;1,00;1,52;69,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;37,00;0,00;;;91,00;46,00;2,00;1,00;1,74;64,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;38,00;0,00;;;162,00;176,00;2,00;0,00;1,52;73,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;39,00;0,00;;;134,00;127,00;2,00;1,00;1,08;45,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;40,00;0,00;;;11,00;31,00;1,00;1,00;1,96;44,00;4,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;41,00;0,00;;;131,00;21,00;1,00;0,00;1,41;68,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;42,00;0,00;;;105,00;147,00;2,00;1,00;2,18;43,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;43,00;0,00;;;41,00;3,00;2,00;0,00;1,41;11,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;44,00;0,00;;;89,00;113,00;1,00;1,00;1,42;75,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;45,00;0,00;;;167,00;25,00;2,00;0,00;1,41;16,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;46,00;0,00;;;27,00;189,00;2,00;1,00;1,63;85,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;47,00;0,00;;;182,00;121,00;2,00;0,00;1,30;78,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;48,00;0,00;;;77,00;165,00;2,00;1,00;1,53;82,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;49,00;0,00;;;169,00;64,00;1,00;1,00;1,52;96,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;50,00;0,00;;;172,00;55,00;1,00;1,00;1,41;24,00;5,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;51,00;1,00;highest;editor;0,00;0,00;2,00;1,00;3,60;29,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;52,00;1,00;leading;valley;0,00;0,00;2,00;1,00;0,86;5,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;53,00;1,00;industry;show;0,00;0,00;1,00;0,00;1,41;86,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;54,00;1,00;enemy;safe;0,00;0,00;2,00;1,00;1,09;14,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;55,00;1,00;ancient;beat;0,00;0,00;1,00;1,00;1,08;54,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;56,00;1,00;post;using;0,00;0,00;1,00;1,00;1,19;3,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;57,00;1,00;burning;windows;0,00;0,00;2,00;1,00;1,09;17,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;58,00;1,00;plane;justice;0,00;0,00;2,00;1,00;0,97;40,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;59,00;1,00;smith;indicate;0,00;0,00;2,00;1,00;1,20;90,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;60,00;1,00;believe;league;0,00;0,00;1,00;0,00;1,63;100,00;6,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;61,00;1,00;upper;warren;0,00;0,00;1,00;1,00;0,86;34,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;62,00;1,00;check;union;0,00;0,00;1,00;1,00;1,20;66,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;63,00;1,00;stand;huge;0,00;0,00;2,00;1,00;1,63;79,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;64,00;1,00;once;says;0,00;0,00;2,00;0,00;0,97;15,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;65,00;1,00;goods;suggest;0,00;0,00;1,00;1,00;1,30;88,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;66,00;1,00;previously;speech;0,00;0,00;1,00;0,00;0,97;60,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;67,00;1,00;volume;solution;0,00;0,00;2,00;1,00;1,08;53,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;68,00;1,00;look;dinner;0,00;0,00;1,00;1,00;1,31;39,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;69,00;1,00;trial;said;0,00;0,00;1,00;0,00;1,08;32,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;70,00;1,00;balance;boat;0,00;0,00;1,00;1,00;0,86;28,00;7,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;71,00;1,00;failure;equal;0,00;0,00;1,00;1,00;1,30;12,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;72,00;1,00;animal;park;0,00;0,00;1,00;0,00;1,08;9,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;73,00;1,00;following;looking;0,00;0,00;1,00;1,00;1,63;6,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;74,00;1,00;bottom;pain;0,00;0,00;2,00;1,00;1,74;97,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;75,00;1,00;strength;joined;0,00;0,00;2,00;0,00;0,86;58,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;76,00;1,00;touch;efforts;0,00;0,00;1,00;0,00;1,63;55,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;77,00;1,00;letter;judge;0,00;0,00;2,00;1,00;0,97;46,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;78,00;1,00;formed;bear;0,00;0,00;1,00;0,00;2,07;2,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;79,00;1,00;calls;serious;0,00;0,00;2,00;0,00;2,94;92,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;80,00;1,00;favor;begins;0,00;0,00;2,00;1,00;1,19;21,00;8,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;81,00;1,00;build;fear;0,00;0,00;2,00;1,00;0,75;27,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;82,00;1,00;planned;step;0,00;0,00;1,00;1,00;1,19;20,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;83,00;1,00;share;regard;0,00;0,00;2,00;0,00;1,30;50,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;84,00;1,00;named;thin;0,00;0,00;1,00;0,00;1,63;7,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;85,00;1,00;ideal;grew;0,00;0,00;2,00;0,00;1,52;18,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;86,00;1,00;spring;possibility;0,00;0,00;2,00;0,00;0,75;77,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;87,00;1,00;ready;season;0,00;0,00;2,00;0,00;1,85;1,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;88,00;1,00;join;loved;0,00;0,00;2,00;0,00;0,86;23,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;89,00;1,00;seat;period;0,00;0,00;1,00;1,00;1,08;70,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;90,00;1,00;theme;minds;0,00;0,00;1,00;1,00;1,08;31,00;9,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;91,00;1,00;hair;murder;0,00;0,00;2,00;1,00;1,74;37,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;92,00;1,00;reduce;item;0,00;0,00;1,00;1,00;0,86;84,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;93,00;1,00;acting;review;0,00;0,00;1,00;0,00;1,30;57,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;94,00;1,00;hero;advertising;0,00;0,00;2,00;1,00;0,75;72,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;95,00;1,00;liberal;pass;0,00;0,00;2,00;0,00;1,96;56,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;96,00;1,00;might;evening;0,00;0,00;2,00;0,00;0,87;99,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;97,00;1,00;circle;band;0,00;0,00;1,00;0,00;1,52;67,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;98,00;1,00;thought;fair;0,00;0,00;1,00;1,00;0,75;42,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;99,00;1,00;fixed;least;0,00;0,00;1,00;1,00;1,08;8,00;10,00;;;;;;;;;;;;;;;;;;;;;;
52,00;2,00;2,00;2,00;100,00;1,00;meet;foot;0,00;0,00;1,00;0,00;0,86;19,00;10,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;1,00;1,00;metal;musical;0,00;0,00;1,00;1,00;1,86;13,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;2,00;1,00;largest;silence;0,00;0,00;1,00;1,00;1,52;49,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;3,00;1,00;feet;looking;0,00;0,00;2,00;1,00;1,63;53,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;4,00;1,00;theme;song;0,00;0,00;1,00;1,00;1,30;3,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;5,00;1,00;bank;returned;0,00;0,00;2,00;1,00;1,19;30,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;6,00;1,00;take;band;0,00;0,00;2,00;1,00;1,96;97,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;7,00;1,00;show;easily;0,00;0,00;1,00;0,00;2,39;46,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;8,00;1,00;river;spoke;0,00;0,00;2,00;1,00;1,85;57,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;9,00;1,00;shape;stated;0,00;0,00;1,00;1,00;1,75;5,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;10,00;1,00;touch;says;0,00;0,00;1,00;0,00;7,10;26,00;1,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;11,00;1,00;shop;extreme;0,00;0,00;1,00;1,00;1,19;92,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;12,00;1,00;course;indeed;0,00;0,00;1,00;1,00;2,29;52,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;13,00;1,00;mouth;advertising;0,00;0,00;1,00;1,00;1,30;70,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;14,00;1,00;chest;enough;0,00;0,00;1,00;1,00;1,74;17,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;15,00;1,00;apart;lead;0,00;0,00;2,00;1,00;3,38;83,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;16,00;1,00;anything;program;0,00;0,00;2,00;1,00;1,19;4,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;17,00;1,00;lips;charge;0,00;0,00;1,00;1,00;1,52;33,00;2,00;;;;;;;;;;;;;;;;;;;;;;
53,00;1,00;2,00;1,00;18,00;1,00;step;animal;0,00;0,00;2,00;1,00;1,96;11,00;2,00;;;;;;;;;;;;;;;;;;;;;;
