subjectnum;order;blockedormixed;condition;testtrial;faceorword;wordonleft;wordonright;faceonleft;faceonright;responsekey;accuracy;RT;studytrial;testbin;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;49,00;0,00;;;209,00;198,00;2,00;1,00;3,93;23,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;50,00;0,00;;;119,00;43,00;2,00;1,00;0,99;34,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;51,00;0,00;;;27,00;41,00;2,00;1,00;1,08;62,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;52,00;1,00;mention;acting;0,00;0,00;1,00;1,00;2,39;4,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;53,00;0,00;;;8,00;183,00;1,00;1,00;2,61;2,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;54,00;0,00;;;123,00;14,00;2,00;1,00;1,63;89,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;55,00;1,00;camp;agencies;0,00;0,00;2,00;1,00;2,17;33,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;56,00;1,00;cold;rich;0,00;0,00;2,00;1,00;1,08;27,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;57,00;0,00;;;185,00;82,00;2,00;1,00;2,29;45,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;58,00;0,00;;;120,00;166,00;2,00;1,00;3,27;5,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;59,00;0,00;;;205,00;87,00;2,00;1,00;1,52;83,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;60,00;0,00;;;128,00;107,00;1,00;1,00;3,27;20,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;61,00;0,00;;;5,00;3,00;1,00;0,00;3,82;53,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;62,00;0,00;;;49,00;4,00;1,00;1,00;1,52;16,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;63,00;0,00;;;117,00;177,00;1,00;1,00;3,05;55,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;64,00;1,00;roads;liberal;0,00;0,00;2,00;1,00;1,63;12,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;65,00;1,00;shoulder;apply;0,00;0,00;2,00;0,00;1,52;39,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;66,00;1,00;index;identity;0,00;0,00;1,00;1,00;1,30;51,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;67,00;1,00;avoid;right;0,00;0,00;1,00;0,00;1,09;24,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;68,00;0,00;;;138,00;75,00;2,00;1,00;1,74;18,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;69,00;0,00;;;32,00;118,00;2,00;1,00;1,30;68,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;70,00;0,00;;;17,00;203,00;1,00;1,00;5,59;63,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;71,00;1,00;combination;demand;0,00;0,00;2,00;1,00;1,85;100,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;72,00;0,00;;;21,00;172,00;1,00;1,00;1,19;86,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;73,00;1,00;join;quiet;0,00;0,00;1,00;0,00;1,19;71,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;74,00;0,00;;;16,00;170,00;1,00;1,00;3,93;69,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;75,00;1,00;picture;aware;0,00;0,00;2,00;1,00;1,30;50,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;76,00;0,00;;;78,00;149,00;2,00;0,00;5,68;52,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;77,00;0,00;;;42,00;7,00;1,00;1,00;2,51;77,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;78,00;0,00;;;65,00;160,00;2,00;1,00;1,31;43,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;79,00;1,00;read;seat;0,00;0,00;1,00;1,00;3,60;19,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;80,00;1,00;chain;truck;0,00;0,00;1,00;0,00;1,30;90,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;81,00;1,00;jobs;piece;0,00;0,00;1,00;1,00;1,08;26,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;82,00;0,00;;;57,00;73,00;1,00;1,00;3,16;91,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;83,00;1,00;give;explain;0,00;0,00;1,00;0,00;1,52;54,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;84,00;1,00;advanced;player;0,00;0,00;2,00;1,00;1,85;96,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;85,00;1,00;tone;wonder;0,00;0,00;2,00;0,00;1,30;95,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;86,00;0,00;;;67,00;36,00;1,00;1,00;1,74;46,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;87,00;1,00;column;problem;0,00;0,00;1,00;0,00;1,30;3,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;88,00;1,00;bank;empty;0,00;0,00;1,00;1,00;1,30;7,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;89,00;1,00;style;drive;0,00;0,00;1,00;0,00;1,85;67,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;90,00;1,00;years;season;0,00;0,00;1,00;0,00;3,38;17,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;91,00;1,00;enough;island;0,00;0,00;2,00;1,00;1,52;81,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;92,00;1,00;keeping;industry;0,00;0,00;1,00;1,00;1,41;97,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;93,00;1,00;moved;forced;0,00;0,00;2,00;0,00;1,30;28,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;94,00;1,00;maintenance;signs;0,00;0,00;2,00;1,00;0,75;47,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;95,00;1,00;becoming;window;0,00;0,00;2,00;0,00;0,97;9,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;96,00;0,00;;;59,00;83,00;1,00;0,00;3,27;87,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;97,00;1,00;money;turning;0,00;0,00;1,00;1,00;2,39;74,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;98,00;0,00;;;110,00;202,00;2,00;1,00;3,05;38,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;99,00;1,00;actions;actually;0,00;0,00;2,00;1,00;2,39;14,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;1,00;1,00;3,00;100,00;1,00;sides;theme;0,00;0,00;1,00;0,00;1,31;76,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;1,00;1,00;quick;pushed;0,00;0,00;1,00;0,00;2,29;8,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;2,00;1,00;shot;formed;0,00;0,00;1,00;1,00;1,30;60,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;3,00;1,00;sharp;stayed;0,00;0,00;2,00;1,00;1,30;48,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;4,00;1,00;state;somebody;0,00;0,00;2,00;1,00;1,08;83,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;5,00;1,00;aircraft;follow;0,00;0,00;2,00;1,00;1,08;88,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;6,00;1,00;police;faculty;0,00;0,00;2,00;1,00;2,50;65,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;7,00;1,00;chemical;feet;0,00;0,00;2,00;1,00;1,52;37,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;8,00;1,00;hour;lives;0,00;0,00;1,00;1,00;1,52;94,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;9,00;1,00;opened;grew;0,00;0,00;2,00;1,00;2,18;43,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;10,00;1,00;length;baseball;0,00;0,00;1,00;1,00;1,31;42,00;1,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;11,00;1,00;degree;senate;0,00;0,00;1,00;1,00;1,41;79,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;12,00;1,00;hands;person;0,00;0,00;2,00;1,00;3,05;78,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;13,00;1,00;enter;share;0,00;0,00;2,00;1,00;0,97;17,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;14,00;1,00;cultural;justice;0,00;0,00;1,00;1,00;1,41;30,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;15,00;1,00;again;rise;0,00;0,00;2,00;1,00;1,74;32,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;16,00;1,00;busy;experience;0,00;0,00;2,00;0,00;1,85;86,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;17,00;1,00;trial;mouth;0,00;0,00;1,00;1,00;1,85;49,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;18,00;1,00;scale;exercise;0,00;0,00;2,00;1,00;2,29;3,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;19,00;1,00;respect;sign;0,00;0,00;2,00;1,00;1,08;63,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;20,00;1,00;number;foot;0,00;0,00;2,00;0,00;5,36;97,00;2,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;21,00;1,00;detail;growth;0,00;0,00;2,00;0,00;1,30;26,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;22,00;1,00;theory;audience;0,00;0,00;2,00;0,00;2,28;14,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;23,00;1,00;housing;funds;0,00;0,00;2,00;0,00;1,20;47,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;24,00;1,00;deep;rooms;0,00;0,00;2,00;1,00;1,09;95,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;25,00;1,00;feeling;offered;0,00;0,00;1,00;1,00;1,30;24,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;26,00;1,00;game;musical;0,00;0,00;2,00;0,00;2,28;19,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;27,00;1,00;cutting;slow;0,00;0,00;2,00;1,00;1,19;80,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;28,00;1,00;smaller;prove;0,00;0,00;2,00;1,00;1,42;12,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;29,00;1,00;rear;question;0,00;0,00;1,00;1,00;6,33;64,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;30,00;1,00;life;seeing;0,00;0,00;2,00;1,00;3,81;40,00;3,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;31,00;1,00;late;nuclear;0,00;0,00;1,00;1,00;1,19;38,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;32,00;1,00;capacity;reduce;0,00;0,00;1,00;1,00;9,07;2,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;33,00;1,00;look;heat;0,00;0,00;1,00;1,00;1,19;82,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;34,00;1,00;brief;marked;0,00;0,00;1,00;1,00;1,52;34,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;35,00;1,00;presence;moving;0,00;0,00;2,00;0,00;1,52;4,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;36,00;1,00;fell;beach;0,00;0,00;2,00;1,00;0,86;23,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;37,00;1,00;initial;smith;0,00;0,00;1,00;0,00;2,08;58,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;38,00;1,00;place;cities;0,00;0,00;1,00;1,00;1,31;89,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;39,00;1,00;clearly;sleep;0,00;0,00;2,00;1,00;1,30;72,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;40,00;1,00;serious;exchange;0,00;0,00;2,00;1,00;0,97;100,00;4,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;41,00;1,00;little;central;0,00;0,00;1,00;1,00;1,08;62,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;42,00;1,00;tomorrow;lower;0,00;0,00;1,00;1,00;0,76;73,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;43,00;1,00;taught;increase;0,00;0,00;1,00;1,00;2,17;71,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;44,00;1,00;costs;shape;0,00;0,00;2,00;0,00;1,30;11,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;45,00;1,00;merely;tell;0,00;0,00;2,00;1,00;1,74;27,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;46,00;1,00;hole;fill;0,00;0,00;1,00;0,00;1,08;61,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;47,00;1,00;older;task;0,00;0,00;1,00;0,00;0,97;25,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;48,00;1,00;picked;basis;0,00;0,00;1,00;0,00;1,19;90,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;49,00;1,00;tree;ship;0,00;0,00;2,00;1,00;1,30;70,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;50,00;1,00;caught;traffic;0,00;0,00;2,00;0,00;0,86;66,00;5,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;51,00;0,00;;;200,00;93,00;2,00;1,00;1,96;7,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;52,00;0,00;;;98,00;6,00;1,00;1,00;1,63;16,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;53,00;0,00;;;140,00;99,00;2,00;1,00;2,30;21,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;54,00;0,00;;;174,00;187,00;1,00;1,00;4,14;6,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;55,00;0,00;;;89,00;69,00;1,00;1,00;2,39;81,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;56,00;0,00;;;66,00;60,00;2,00;1,00;1,19;15,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;57,00;0,00;;;37,00;158,00;1,00;1,00;2,07;50,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;58,00;0,00;;;210,00;62,00;2,00;1,00;1,30;57,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;59,00;0,00;;;115,00;114,00;2,00;1,00;0,98;92,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;60,00;0,00;;;180,00;94,00;1,00;1,00;1,42;1,00;6,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;61,00;0,00;;;50,00;150,00;2,00;1,00;2,72;67,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;62,00;0,00;;;91,00;47,00;2,00;1,00;0,97;10,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;63,00;0,00;;;157,00;188,00;1,00;1,00;0,97;56,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;64,00;0,00;;;116,00;22,00;1,00;1,00;1,63;36,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;65,00;0,00;;;179,00;70,00;2,00;1,00;8,08;99,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;66,00;0,00;;;197,00;84,00;2,00;1,00;2,29;55,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;67,00;0,00;;;54,00;101,00;2,00;1,00;2,40;75,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;68,00;0,00;;;122,00;102,00;2,00;1,00;3,27;28,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;69,00;0,00;;;85,00;144,00;2,00;0,00;1,95;33,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;70,00;0,00;;;9,00;96,00;2,00;0,00;1,96;59,00;7,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;71,00;0,00;;;23,00;56,00;1,00;1,00;1,41;13,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;72,00;0,00;;;142,00;58,00;1,00;1,00;5,36;54,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;73,00;0,00;;;68,00;124,00;2,00;1,00;3,71;87,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;74,00;0,00;;;164,00;161,00;1,00;1,00;1,41;41,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;75,00;0,00;;;143,00;141,00;1,00;1,00;1,63;52,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;76,00;0,00;;;145,00;191,00;2,00;1,00;1,74;84,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;77,00;0,00;;;134,00;88,00;2,00;1,00;2,29;96,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;78,00;0,00;;;190,00;135,00;1,00;1,00;2,07;93,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;79,00;0,00;;;34,00;103,00;1,00;1,00;2,07;45,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;80,00;0,00;;;112,00;64,00;1,00;0,00;2,94;5,00;8,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;81,00;0,00;;;155,00;90,00;1,00;1,00;0,76;76,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;82,00;0,00;;;77,00;1,00;2,00;0,00;1,86;68,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;83,00;0,00;;;184,00;86,00;1,00;1,00;1,30;74,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;84,00;0,00;;;186,00;147,00;2,00;1,00;1,74;69,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;85,00;0,00;;;181,00;109,00;2,00;1,00;0,86;77,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;86,00;0,00;;;182,00;51,00;1,00;0,00;3,28;53,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;87,00;0,00;;;175,00;104,00;1,00;1,00;1,41;91,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;88,00;0,00;;;133,00;106,00;2,00;1,00;1,74;31,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;89,00;0,00;;;168,00;61,00;2,00;1,00;2,51;51,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;90,00;0,00;;;72,00;53,00;1,00;1,00;2,83;85,00;9,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;91,00;0,00;;;192,00;39,00;2,00;1,00;1,63;44,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;92,00;0,00;;;35,00;20,00;2,00;0,00;1,63;98,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;93,00;0,00;;;189,00;121,00;2,00;0,00;2,07;9,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;94,00;0,00;;;92,00;136,00;2,00;0,00;1,96;22,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;95,00;0,00;;;153,00;125,00;1,00;1,00;1,52;20,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;96,00;0,00;;;156,00;163,00;2,00;1,00;1,74;46,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;97,00;0,00;;;15,00;130,00;1,00;0,00;2,83;35,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;98,00;0,00;;;208,00;171,00;2,00;1,00;1,30;18,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;99,00;0,00;;;151,00;193,00;1,00;1,00;1,74;29,00;10,00;;;;;;;;;;;;;;;;;;;;;;
23,00;2,00;2,00;1,00;100,00;0,00;;;162,00;111,00;2,00;1,00;3,60;39,00;10,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;1,00;1,00;rising;drive;0,00;0,00;1,00;1,00;2,18;43,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;2,00;1,00;help;acting;0,00;0,00;1,00;1,00;0,98;81,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;3,00;0,00;;;163,00;173,00;1,00;0,00;2,40;61,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;4,00;0,00;;;81,00;158,00;2,00;1,00;2,95;36,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;5,00;0,00;;;9,00;8,00;1,00;1,00;1,74;16,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;6,00;0,00;;;169,00;134,00;2,00;1,00;2,18;28,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;7,00;0,00;;;199,00;164,00;1,00;0,00;1,96;7,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;8,00;0,00;;;156,00;58,00;1,00;1,00;1,74;71,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;9,00;0,00;;;11,00;54,00;2,00;0,00;1,97;62,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;10,00;1,00;costs;said;0,00;0,00;1,00;1,00;1,41;97,00;1,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;11,00;1,00;conflict;join;0,00;0,00;2,00;1,00;1,08;69,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;12,00;1,00;honor;state;0,00;0,00;2,00;1,00;0,86;44,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;13,00;1,00;tell;life;0,00;0,00;1,00;1,00;1,19;99,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;14,00;0,00;;;33,00;142,00;1,00;1,00;1,63;37,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;15,00;0,00;;;128,00;77,00;2,00;1,00;1,63;3,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;16,00;1,00;argument;bridge;0,00;0,00;2,00;1,00;1,08;8,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;17,00;1,00;send;dinner;0,00;0,00;2,00;1,00;2,07;21,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;18,00;0,00;;;67,00;59,00;1,00;1,00;1,85;56,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;19,00;0,00;;;73,00;94,00;2,00;1,00;1,64;11,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;20,00;1,00;person;federal;0,00;0,00;1,00;1,00;1,41;20,00;2,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;21,00;1,00;window;yesterday;0,00;0,00;1,00;1,00;2,07;29,00;3,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;22,00;1,00;quick;bright;0,00;0,00;2,00;1,00;1,08;64,00;3,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;23,00;0,00;;;52,00;30,00;2,00;0,00;1,85;30,00;3,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;24,00;1,00;afraid;corps;0,00;0,00;1,00;0,00;2,39;93,00;3,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;25,00;1,00;held;smile;0,00;0,00;1,00;1,00;0,97;1,00;3,00;;;;;;;;;;;;;;;;;;;;;;
24,00;1,00;1,00;3,00;26,00;0,00;;;127,00;202,00;2,00;1,00;1,75;96,00;3,00;;;;;;;;;;;;;;;;;;;;;;
