"","sub","trial","condition","stim","correct","RT"
"15933",81,33,3,0,1,1.63
"15934",81,34,3,0,1,1.09
"15935",81,35,3,0,1,0.99
"15936",81,36,3,0,1,1.64
"15937",81,37,3,0,1,0.98
"15938",81,38,3,0,1,2.18
"15939",81,39,3,1,1,1.08
"15940",81,40,3,1,1,1.96
"15941",81,41,3,0,1,2.07
"15942",81,42,3,0,1,1.74
"15943",81,43,3,0,1,2.5
"15944",81,44,3,1,1,1.52
"15945",81,45,3,1,1,1.19
"15946",81,46,3,0,1,1.85
"15947",81,47,3,1,1,1.52
"15948",81,48,3,0,1,1.74
"15949",81,49,3,1,1,1.19
"15950",81,50,3,0,1,2.4
"15951",81,51,3,1,0,1.63
"15952",81,52,3,1,1,0.87
"15953",81,53,3,0,1,1.74
"15954",81,54,3,0,1,1.41
"15955",81,55,3,0,1,2.52
"15956",81,56,3,1,0,1.63
"15957",81,57,3,1,0,1.19
"15958",81,58,3,0,1,3.17
"15959",81,59,3,0,1,1.42
"15960",81,60,3,0,0,4.38
"15961",81,61,3,1,0,5.24
"15962",81,62,3,0,0,1.19
"15963",81,63,3,1,1,1.3
"15964",81,64,3,1,0,1.19
"15965",81,65,3,1,1,1.41
"15966",81,66,3,0,1,1.96
"15967",81,67,3,1,1,1.3
"15968",81,68,3,0,0,2.18
"15969",81,69,3,1,0,1.19
"15970",81,70,3,0,1,2.84
"15971",81,71,3,1,0,1.96
"15972",81,72,3,0,1,2.17
"15973",81,73,3,1,1,1.52
"15974",81,74,3,0,1,1.53
"15975",81,75,3,1,0,1.96
"15976",81,76,3,1,1,1.19
"15977",81,77,3,0,1,2.84
"15978",81,78,3,0,1,3.6
"15979",81,79,3,0,1,0.98
"15980",81,80,3,1,1,1.3
"15981",81,81,3,1,1,1.52
"15982",81,82,3,1,1,1.85
"15983",81,83,3,1,1,3.6
"15984",81,84,3,1,0,3.27
"15985",81,85,3,1,0,1.96
"15986",81,86,3,1,1,1.3
"15987",81,87,3,0,1,1.96
"15988",81,88,3,0,1,2.18
"15989",81,89,3,0,1,0.75
"15990",81,90,3,1,1,0.97
"15991",81,91,3,1,1,0.97
"15992",81,92,3,0,0,3.05
"15993",81,93,3,0,1,1.52
"15994",81,94,3,1,0,1.19
"15995",81,95,3,0,1,2.07
"15996",81,96,3,0,1,2.5
"15997",81,97,3,1,1,1.63
"15998",81,98,3,0,1,1.85
"15999",81,99,3,1,1,1.3
"16000",81,100,3,0,0,1.85
"16001",82,1,2,0,1,3.06
"16002",82,2,2,0,1,1.63
"16003",82,3,2,0,1,2.83
"16004",82,4,2,0,1,1.2
"16005",82,5,2,0,1,1.96
"16006",82,6,2,0,1,1.09
"16007",82,7,2,0,1,2.73
"16008",82,8,2,0,1,1.63
"16009",82,9,2,0,1,0.98
"16010",82,10,2,0,1,1.86
"16011",82,11,2,0,1,2.73
"16012",82,12,2,0,1,1.2
"16013",82,13,2,0,1,1.63
"16014",82,14,2,0,1,1.41
"16015",82,15,2,0,1,5.24
"16016",82,16,2,0,1,1.52
"16017",82,17,2,0,1,2.07
"16018",82,18,2,0,1,1.64
"16019",82,19,2,0,1,1.63
"16020",82,20,2,0,1,1.64
"16021",82,21,2,0,1,1.2
"16022",82,22,2,0,1,1.64
"16023",82,23,2,0,1,3.38
"16024",82,24,2,0,1,1.75
"16025",82,25,2,0,1,2.84
"16026",82,26,2,0,1,1.64
"16027",82,27,2,0,1,1.42
"16028",82,28,2,0,1,1.64
"16029",82,29,2,0,1,1.64
"16030",82,30,2,0,1,1.53
"16031",82,31,2,0,1,1.86
"16032",82,32,2,0,1,2.19
"16033",82,33,2,0,1,0.76
"16034",82,34,2,0,1,2.19
"16035",82,35,2,0,1,1.97
"16036",82,36,2,0,1,2.51
"16037",82,37,2,0,1,1.09
"16038",82,38,2,0,1,3.28
"16039",82,39,2,0,1,1.75
"16040",82,40,2,0,1,1.64
"16041",82,41,2,0,1,1.64
"16042",82,42,2,0,1,2.73
"16043",82,43,2,0,0,2.18
"16044",82,44,2,0,1,0.87
"16045",82,45,2,0,1,1.96
"16046",82,46,2,0,1,1.63
"16047",82,47,2,0,1,1.41
"16048",82,48,2,0,1,3.28
"16049",82,49,2,0,1,1.74
"16050",82,50,2,0,1,1.52
"16051",82,51,2,1,1,4.47
"16052",82,52,2,1,0,1.3
"16053",82,53,2,1,1,1.3
"16054",82,54,2,1,1,2.61
"16055",82,55,2,1,1,1.19
"16056",82,56,2,1,1,1.63
"16057",82,57,2,1,1,1.52
"16058",82,58,2,1,1,1.19
"16059",82,59,2,1,1,1.08
"16060",82,60,2,1,1,1.3
"16061",82,61,2,1,1,1.3
"16062",82,62,2,1,1,2.17
"16063",82,63,2,1,1,1.41
"16064",82,64,2,1,1,1.19
"16065",82,65,2,1,1,1.3
"16066",82,66,2,1,1,1.41
"16067",82,67,2,1,1,1.08
"16068",82,68,2,1,1,1.19
"16069",82,69,2,1,1,1.41
"16070",82,70,2,1,0,1.19
"16071",82,71,2,1,1,1.08
"16072",82,72,2,1,1,0.86
"16073",82,73,2,1,1,1.85
"16074",82,74,2,1,1,3.27
"16075",82,75,2,1,1,1.52
"16076",82,76,2,1,1,1.3
"16077",82,77,2,1,1,1.3
"16078",82,78,2,1,0,1.96
"16079",82,79,2,1,1,1.41
"16080",82,80,2,1,1,3.38
"16081",82,81,2,1,1,1.85
"16082",82,82,2,1,1,2.72
"16083",82,83,2,1,1,1.41
"16084",82,84,2,1,1,1.41
"16085",82,85,2,1,1,2.83
"16086",82,86,2,1,1,1.3
"16087",82,87,2,1,1,0.98
"16088",82,88,2,1,1,1.41
"16089",82,89,2,1,1,2.07
"16090",82,90,2,1,1,1.3
"16091",82,91,2,1,1,2.18
"16092",82,92,2,1,1,0.97
"16093",82,93,2,1,1,1.74
"16094",82,94,2,1,0,1.08
"16095",82,95,2,1,1,1.41
"16096",82,96,2,1,1,1.08
"16097",82,97,2,1,1,0.75
"16098",82,98,2,1,1,1.3
"16099",82,99,2,1,1,3.27
"16100",82,100,2,1,0,1.41
"16101",82,1,3,0,1,3.49
"16102",82,2,3,0,1,1.31
"16103",82,3,3,0,1,1.2
"16104",82,4,3,0,1,1.64
"16105",82,5,3,0,1,0.98
"16106",82,6,3,1,1,2.07
"16107",82,7,3,0,1,1.31
"16108",82,8,3,0,1,1.52
"16109",82,9,3,0,0,1.3
"16110",82,10,3,1,1,1.52
"16111",82,11,3,0,1,1.53
"16112",82,12,3,0,1,1.52
"16113",82,13,3,1,1,1.85
"16114",82,14,3,0,1,1.63
"16115",82,15,3,1,0,3.83
"16116",82,16,3,0,1,1.53
"16117",82,17,3,0,1,1.31
"16118",82,18,3,1,1,0.86
"16119",82,19,3,1,1,1.63
"16120",82,20,3,1,1,1.3
"16121",82,21,3,1,0,2.28
"16122",82,22,3,0,1,1.53
"16123",82,23,3,1,1,1.52
"16124",82,24,3,1,1,1.19
"16125",82,25,3,1,1,1.3
"16126",82,26,3,0,1,2.29
"16127",82,27,3,1,1,1.3
"16128",82,28,3,0,1,2.73
"16129",82,29,3,1,1,1.52
"16130",82,30,3,0,1,1.97
"16131",82,31,3,1,1,1.41
"16132",82,32,3,0,1,2.95
"16133",82,33,3,1,0,1.95
"16134",82,34,3,1,1,1.2
"16135",82,35,3,0,1,1.96
"16136",82,36,3,1,1,1.3
"16137",82,37,3,0,1,2.4
"16138",82,38,3,0,1,2.08
"16139",82,39,3,0,1,1.53
"16140",82,40,3,0,1,2.3
"16141",82,41,3,0,1,1.3
"16142",82,42,3,0,1,1.53
"16143",82,43,3,0,1,2.08
"16144",82,44,3,1,1,1.41
"16145",82,45,3,1,1,0.98
"16146",82,46,3,1,1,1.19
"16147",82,47,3,1,0,1.52
"16148",82,48,3,1,1,1.52
"16149",82,49,3,1,1,1.41
"16150",82,50,3,0,1,1.09
"16151",82,51,3,0,1,2.73
"16152",82,52,3,0,1,1.09
"16153",82,53,3,1,0,1.74
"16154",82,54,3,1,1,1.19
"16155",82,55,3,0,1,1.2
"16156",82,56,3,0,1,3.83
"16157",82,57,3,1,1,1.41
"16158",82,58,3,1,1,1.52
"16159",82,59,3,0,1,1.63
"16160",82,60,3,1,0,1.3
"16161",82,61,3,1,0,1.19
"16162",82,62,3,0,1,1.42
"16163",82,63,3,1,1,1.3
"16164",82,64,3,0,1,2.4
"16165",82,65,3,1,1,1.96
"16166",82,66,3,1,0,1.52
"16167",82,67,3,0,1,2.07
"16168",82,68,3,1,1,1.52
"16169",82,69,3,1,1,1.19
"16170",82,70,3,0,1,2.62
"16171",82,71,3,0,1,1.2
"16172",82,72,3,1,1,1.63
"16173",82,73,3,0,1,1.64
"16174",82,74,3,1,0,3.05
"16175",82,75,3,0,1,1.97
"16176",82,76,3,0,1,1.42
"16177",82,77,3,0,1,1.31
"16178",82,78,3,1,1,1.41
"16179",82,79,3,1,1,1.52
"16180",82,80,3,1,1,0.97
"16181",82,81,3,1,1,2.18
"16182",82,82,3,0,1,2.62
"16183",82,83,3,1,1,1.74
"16184",82,84,3,1,1,1.41
"16185",82,85,3,1,0,1.95
"16186",82,86,3,0,1,2.51
"16187",82,87,3,0,1,2.73
"16188",82,88,3,1,1,2.4
"16189",82,89,3,0,1,1.42
"16190",82,90,3,0,1,3.06
"16191",82,91,3,0,1,1.42
"16192",82,92,3,1,1,1.19
"16193",82,93,3,1,1,2.18
"16194",82,94,3,0,1,1.75
"16195",82,95,3,1,0,1.3
"16196",82,96,3,0,1,1.53
"16197",82,97,3,1,1,1.41
"16198",82,98,3,1,1,2.29
"16199",82,99,3,0,1,2.07
"16200",82,100,3,1,1,2.61
"16201",83,1,3,0,1,3.17
"16202",83,2,3,1,1,2.62
"16203",83,3,3,1,1,3.27
"16204",83,4,3,1,0,2.83
"16205",83,5,3,1,0,1.3
"16206",83,6,3,1,1,1.41
"16207",83,7,3,0,1,2.29
"16208",83,8,3,0,1,1.74
"16209",83,9,3,1,1,2.18
"16210",83,10,3,0,0,2.18
"16211",83,11,3,0,1,1.85
"16212",83,12,3,1,1,1.74
"16213",83,13,3,1,1,0.86
"16214",83,14,3,1,1,1.19
"16215",83,15,3,0,1,1.3
"16216",83,16,3,0,0,1.74
"16217",83,17,3,0,0,1.08
"16218",83,18,3,0,1,1.64
"16219",83,19,3,1,0,1.3
"16220",83,20,3,0,0,2.07
"16221",83,21,3,1,0,0.97
"16222",83,22,3,0,0,1.63
"16223",83,23,3,0,1,1.52
"16224",83,24,3,1,0,1.52
"16225",83,25,3,0,0,1.41
"16226",83,26,3,0,1,1.09
"16227",83,27,3,0,1,1.3
"16228",83,28,3,0,1,1.74
"16229",83,29,3,1,1,0.86
"16230",83,30,3,1,1,1.52
"16231",83,31,3,0,1,2.07
"16232",83,32,3,0,1,1.63
"16233",83,33,3,0,0,1.63
"16234",83,34,3,0,0,2.84
"16235",83,35,3,1,0,0.86
"16236",83,36,3,0,0,2.29
"16237",83,37,3,0,0,1.96
"16238",83,38,3,1,0,0.75
"16239",83,39,3,0,1,2.07
"16240",83,40,3,1,1,0.88
"16241",83,41,3,1,1,1.08
"16242",83,42,3,1,1,1.19
"16243",83,43,3,0,0,1.85
"16244",83,44,3,1,0,0.97
"16245",83,45,3,1,1,1.41
"16246",83,46,3,1,1,1.74
"16247",83,47,3,1,0,1.63
"16248",83,48,3,0,1,1.3
"16249",83,49,3,0,0,1.53
"16250",83,50,3,1,1,1.41
"16251",83,51,3,0,1,1.53
"16252",83,52,3,1,1,1.41
"16253",83,53,3,1,1,1.3
"16254",83,54,3,1,1,1.41
"16255",83,55,3,0,0,1.53
"16256",83,56,3,0,1,2.29
"16257",83,57,3,1,1,1.41
"16258",83,58,3,1,1,0.97
"16259",83,59,3,0,0,2.72
"16260",83,60,3,0,0,1.53
"16261",83,61,3,1,0,1.08
"16262",83,62,3,0,1,2.51
"16263",83,63,3,1,1,0.86
"16264",83,64,3,0,1,3.49
"16265",83,65,3,0,1,1.52
"16266",83,66,3,0,1,3.17
"16267",83,67,3,1,1,1.08
"16268",83,68,3,0,1,2.73
"16269",83,69,3,1,1,0.97
"16270",83,70,3,0,1,2.07
"16271",83,71,3,1,1,1.41
"16272",83,72,3,0,0,1.96
"16273",83,73,3,1,0,1.41
"16274",83,74,3,0,0,1.75
"16275",83,75,3,1,1,0.86
"16276",83,76,3,1,1,1.08
"16277",83,77,3,1,1,1.41
"16278",83,78,3,0,1,1.3
"16279",83,79,3,1,1,2.29
"16280",83,80,3,1,0,1.96
"16281",83,81,3,0,0,1.2
"16282",83,82,3,0,1,1.41
"16283",83,83,3,0,0,1.31
"16284",83,84,3,1,0,1.63
"16285",83,85,3,0,1,1.74
"16286",83,86,3,0,1,1.96
"16287",83,87,3,0,1,2.84
"16288",83,88,3,1,1,0.86
"16289",83,89,3,0,1,1.96
"16290",83,90,3,1,0,1.41
"16291",83,91,3,0,0,2.29
"16292",83,92,3,1,1,1.63
"16293",83,93,3,0,1,1.31
"16294",83,94,3,1,0,0.86
"16295",83,95,3,1,0,1.3
"16296",83,96,3,1,0,1.63
"16297",83,97,3,1,0,1.63
"16298",83,98,3,1,0,1.41
"16299",83,99,3,0,0,2.4
"16300",83,100,3,1,1,0.97
"16301",83,1,1,1,0,1.63
"16302",83,2,1,1,0,1.3
"16303",83,3,1,1,1,1.2
"16304",83,4,1,1,0,1.19
"16305",83,5,1,1,1,1.19
"16306",83,6,1,1,0,1.08
"16307",83,7,1,1,1,1.3
"16308",83,8,1,1,1,0.75
"16309",83,9,1,1,1,0.86
"16310",83,10,1,1,1,0.86
"16311",83,11,1,1,0,0.86
"16312",83,12,1,1,0,0.53
"16313",83,13,1,1,1,1.75
"16314",83,14,1,1,1,1.3
"16315",83,15,1,1,1,1.52
"16316",83,16,1,1,1,1.3
"16317",83,17,1,1,0,0.97
"16318",83,18,1,1,0,1.19
"16319",83,19,1,1,0,1.19
"16320",83,20,1,1,1,0.86
"16321",83,21,1,1,0,1.08
"16322",83,22,1,1,0,1.85
"16323",83,23,1,1,1,1.63
"16324",83,24,1,1,0,1.52
"16325",83,25,1,1,1,1.08
"16326",83,26,1,1,1,1.3
"16327",83,27,1,1,0,1.41
"16328",83,28,1,1,1,0.97
"16329",83,29,1,1,0,1.19
"16330",83,30,1,1,1,1.63
"16331",83,31,1,1,1,1.19
"16332",83,32,1,1,0,0.97
"16333",83,33,1,1,1,1.41
"16334",83,34,1,1,0,1.08
"16335",83,35,1,1,0,1.63
"16336",83,36,1,1,0,0.97
"16337",83,37,1,1,0,0.86
"16338",83,38,1,1,1,1.3
"16339",83,39,1,1,0,1.52
"16340",83,40,1,1,0,0.75
"16341",83,41,1,1,0,0.86
"16342",83,42,1,1,0,0.86
"16343",83,43,1,1,0,0.66
"16344",83,44,1,1,1,1.08
"16345",83,45,1,1,0,0.97
"16346",83,46,1,1,0,0.75
"16347",83,47,1,1,0,1.08
"16348",83,48,1,1,1,1.19
"16349",83,49,1,1,1,0.86
"16350",83,50,1,1,0,1.74
"16351",83,51,1,0,1,2.08
"16352",83,52,1,0,0,1.42
"16353",83,53,1,0,1,1.52
"16354",83,54,1,0,0,1.19
"16355",83,55,1,0,1,1.19
"16356",83,56,1,0,1,1.53
"16357",83,57,1,0,0,0.98
"16358",83,58,1,0,1,1.31
"16359",83,59,1,0,1,1.31
"16360",83,60,1,0,0,1.3
"16361",83,61,1,0,1,1.42
"16362",83,62,1,0,1,1.08
"16363",83,63,1,0,0,1.08
"16364",83,64,1,0,1,1.3
"16365",83,65,1,0,1,0.86
"16366",83,66,1,0,0,0.98
"16367",83,67,1,0,1,1.96
"16368",83,68,1,0,0,1.08
"16369",83,69,1,0,1,1.85
"16370",83,70,1,0,0,0.98
"16371",83,71,1,0,1,1.74
"16372",83,72,1,0,1,1.19
"16373",83,73,1,0,1,1.19
"16374",83,74,1,0,0,1.96
"16375",83,75,1,0,1,1.31
"16376",83,76,1,0,0,1.52
"16377",83,77,1,0,1,1.74
"16378",83,78,1,0,1,1.09
"16379",83,79,1,0,1,1.19
"16380",83,80,1,0,1,1.31
"16381",83,81,1,0,0,1.08
"16382",83,82,1,0,1,1.42
"16383",83,83,1,0,0,1.08
"16384",83,84,1,0,1,1.2
"16385",83,85,1,0,0,1.2
"16386",83,86,1,0,0,0.11
"16387",83,87,1,0,1,1.63
"16388",83,88,1,0,0,1.08
"16389",83,89,1,0,1,1.09
"16390",83,90,1,0,1,0.53
"16391",83,91,1,0,0,0.97
"16392",83,92,1,0,0,1.08
"16393",83,93,1,0,1,0.98
"16394",83,94,1,0,1,0.76
"16395",83,95,1,0,0,0.87
"16396",83,96,1,0,1,0.87
"16397",83,97,1,0,1,0.55
"16398",83,98,1,0,0,1.09
"16399",83,99,1,0,1,0.87
"16400",83,100,1,0,0,1.09
"16401",84,1,3,0,1,5.79
"16402",84,2,3,0,1,3.72
"16403",84,3,3,0,0,2.72
"16404",84,4,3,1,1,2.94
"16405",84,5,3,1,1,4.59
"16406",84,6,3,1,1,1.52
"16407",84,7,3,1,1,7.21
"16408",84,8,3,1,1,12.3
"16409",84,9,3,1,1,1.85
"16410",84,10,3,0,1,2.4
"16411",84,11,3,0,1,1.53
"16412",84,12,3,1,0,2.94
"16413",84,13,3,0,1,1.74
"16414",84,14,3,1,0,5.57
"16415",84,15,3,0,1,1.64
"16416",84,16,3,0,1,1.52
"16417",84,17,3,0,1,5.68
"16418",84,18,3,0,0,7.87
"16419",84,19,3,1,0,2.19
"16420",84,20,3,0,1,1.75
"16421",84,21,3,0,1,3.06
"16422",84,22,3,0,1,2.73
"16423",84,23,3,1,1,2.94
"16424",84,24,3,1,0,2.94
"16425",84,25,3,1,1,1.96
"16426",84,26,3,1,1,4.47
"16427",84,27,3,1,0,1.63
"16428",84,28,3,0,1,1.85
"16429",84,29,3,1,1,1.73
"16430",84,30,3,0,1,15.1
"16431",84,31,3,0,1,2.07
"16432",84,32,3,0,1,2.84
"16433",84,33,3,0,1,1.86
"16434",84,34,3,1,1,1.41
"16435",84,35,3,1,1,1.19
"16436",84,36,3,1,1,2.18
"16437",84,37,3,1,0,1.96
"16438",84,38,3,0,1,3.17
"16439",84,39,3,1,1,1.74
"16440",84,40,3,0,1,1.2
"16441",84,41,3,1,0,2.94
"16442",84,42,3,1,0,2.94
"16443",84,43,3,1,1,1.19
"16444",84,44,3,1,0,7.42
"16445",84,45,3,1,1,2.18
"16446",84,46,3,1,1,1.52
"16447",84,47,3,0,1,2.08
"16448",84,48,3,0,1,1.86
"16449",84,49,3,1,1,5.79
"16450",84,50,3,0,0,1.75
"16451",84,51,3,1,1,2.07
"16452",84,52,3,0,0,16
"16453",84,53,3,1,1,2.83
"16454",84,54,3,1,1,1.86
"16455",84,55,3,1,1,3.49
"16456",84,56,3,1,1,2.5
"16457",84,57,3,1,0,2.5
"16458",84,58,3,1,1,1.85
"16459",84,59,3,1,0,2.29
"16460",84,60,3,0,1,2.18
"16461",84,61,3,0,1,3.93
"16462",84,62,3,1,1,1.74
"16463",84,63,3,0,1,8.09
"16464",84,64,3,0,0,2.94
"16465",84,65,3,1,0,1.85
"16466",84,66,3,1,1,1.41
"16467",84,67,3,1,1,2.83
"16468",84,68,3,0,1,2.18
"16469",84,69,3,0,1,2.51
"16470",84,70,3,0,0,5.03
"16471",84,71,3,0,1,1.53
"16472",84,72,3,0,0,4.04
"16473",84,73,3,1,1,1.19
"16474",84,74,3,1,1,2.72
"16475",84,75,3,0,1,4.26
"16476",84,76,3,0,1,2.19
"16477",84,77,3,0,1,1.42
"16478",84,78,3,1,0,2.18
"16479",84,79,3,0,1,1.53
"16480",84,80,3,0,1,1.3
"16481",84,81,3,1,1,2.28
"16482",84,82,3,1,1,2.18
"16483",84,83,3,0,1,6.88
"16484",84,84,3,1,1,2.07
"16485",84,85,3,0,1,5.24
"16486",84,86,3,0,1,1.97
"16487",84,87,3,1,0,5.24
"16488",84,88,3,0,0,3.83
"16489",84,89,3,0,1,4.91
"16490",84,90,3,0,1,4.37
"16491",84,91,3,0,1,1.95
"16492",84,92,3,0,1,1.64
"16493",84,93,3,0,0,4.59
"16494",84,94,3,1,1,3.05
"16495",84,95,3,1,1,1.63
"16496",84,96,3,1,1,2.94
"16497",84,97,3,0,1,4.26
"16498",84,98,3,0,1,2.19
"16499",84,99,3,0,1,1.53
"16500",84,100,3,1,1,1.96
"16501",84,1,2,0,0,4.59
"16502",84,2,2,0,1,1.84
"16503",84,3,2,0,1,1.96
"16504",84,4,2,0,1,4.26
"16505",84,5,2,0,1,1.74
"16506",84,6,2,0,1,1.96
"16507",84,7,2,0,1,5.79
"16508",84,8,2,0,1,1.41
"16509",84,9,2,0,1,4.37
"16510",84,10,2,0,1,2.3
"16511",84,11,2,0,1,2.84
"16512",84,12,2,0,1,1.97
"16513",84,13,2,0,1,4.81
"16514",84,14,2,0,0,2.73
"16515",84,15,2,0,0,3.06
"16516",84,16,2,0,1,1.96
"16517",84,17,2,0,1,3.71
"16518",84,18,2,0,1,1.64
"16519",84,19,2,0,1,1.2
"16520",84,20,2,0,1,1.85
"16521",84,21,2,0,0,3.5
"16522",84,22,2,0,0,3.38
"16523",84,23,2,0,1,1.42
"16524",84,24,2,0,0,4.59
"16525",84,25,2,0,1,1.64
"16526",84,26,2,0,1,2.73
"16527",84,27,2,0,1,1.64
"16528",84,28,2,0,0,4.48
"16529",84,29,2,0,0,5.47
"16530",84,30,2,0,0,2.4
"16531",84,31,2,0,1,2.62
"16532",84,32,2,0,1,2.51
"16533",84,33,2,0,1,4.26
"16534",84,34,2,0,1,1.86
"16535",84,35,2,0,0,2.08
"16536",84,36,2,0,0,1.86
"16537",84,37,2,0,1,1.64
"16538",84,38,2,0,0,6.12
"16539",84,39,2,0,1,3.06
"16540",84,40,2,0,0,1.19
"16541",84,41,2,0,1,2.72
"16542",84,42,2,0,1,3.5
"16543",84,43,2,0,0,1.86
"16544",84,44,2,0,1,1.53
"16545",84,45,2,0,0,1.86
"16546",84,46,2,0,0,2.51
"16547",84,47,2,0,0,4.92
"16548",84,48,2,0,1,3.82
"16549",84,49,2,0,1,1.97
"16550",84,50,2,0,1,2.18
"16551",84,51,2,1,1,3.49
"16552",84,52,2,1,1,1.3
"16553",84,53,2,1,1,2.07
"16554",84,54,2,1,0,1.74
"16555",84,55,2,1,0,1.85
"16556",84,56,2,1,1,1.63
"16557",84,57,2,1,1,5.68
"16558",84,58,2,1,1,0.97
"16559",84,59,2,1,1,2.28
"16560",84,60,2,1,1,1.63
"16561",84,61,2,1,1,3.05
"16562",84,62,2,1,1,2.73
"16563",84,63,2,1,0,2.18
"16564",84,64,2,1,0,3.6
"16565",84,65,2,1,0,1.85
"16566",84,66,2,1,1,1.63
"16567",84,67,2,1,1,3.49
"16568",84,68,2,1,0,2.07
"16569",84,69,2,1,0,3.82
"16570",84,70,2,1,1,1.96
"16571",84,71,2,1,1,1.74
"16572",84,72,2,1,0,4.8
"16573",84,73,2,1,0,1.96
"16574",84,74,2,1,0,2.83
"16575",84,75,2,1,1,1.63
"16576",84,76,2,1,1,2.07
"16577",84,77,2,1,1,2.72
"16578",84,78,2,1,0,1.52
"16579",84,79,2,1,1,0.86
"16580",84,80,2,1,1,3.6
"16581",84,81,2,1,1,4.04
"16582",84,82,2,1,1,1.63
"16583",84,83,2,1,0,1.63
"16584",84,84,2,1,0,2.18
"16585",84,85,2,1,0,3.38
"16586",84,86,2,1,0,1.85
"16587",84,87,2,1,1,2.39
"16588",84,88,2,1,1,2.61
"16589",84,89,2,1,1,7.76
"16590",84,90,2,1,1,2.72
"16591",84,91,2,1,0,1.74
"16592",84,92,2,1,1,1.85
"16593",84,93,2,1,1,1.41
"16594",84,94,2,1,0,2.83
"16595",84,95,2,1,0,1.41
"16596",84,96,2,1,0,2.72
"16597",84,97,2,1,1,1.3
"16598",84,98,2,1,0,5.35
"16599",84,99,2,1,1,1.52
"16600",84,100,2,1,1,2.39
"16601",85,1,1,1,1,1.63
"16602",85,2,1,1,1,1.42
"16603",85,3,1,1,0,1.74
"16604",85,4,1,1,1,1.63
"16605",85,5,1,1,1,1.3
"16606",85,6,1,1,1,1.52
"16607",85,7,1,1,1,1.63
"16608",85,8,1,1,1,1.63
"16609",85,9,1,1,1,1.3
"16610",85,10,1,1,1,1.08
"16611",85,11,1,1,1,1.19
"16612",85,12,1,1,1,1.08
"16613",85,13,1,1,1,0.86
"16614",85,14,1,1,1,1.74
"16615",85,15,1,1,1,1.3
"16616",85,16,1,1,1,0.86
"16617",85,17,1,1,1,1.42
"16618",85,18,1,1,1,1.41
"16619",85,19,1,1,1,1.74
"16620",85,20,1,1,1,1.86
"16621",85,21,1,1,1,1.52
"16622",85,22,1,1,1,1.3
"16623",85,23,1,1,1,1.3
"16624",85,24,1,1,1,1.3
"16625",85,25,1,1,1,1.3
"16626",85,26,1,1,1,0.97
"16627",85,27,1,1,0,2.18
"16628",85,28,1,1,1,1.52
"16629",85,29,1,1,1,0.97
"16630",85,30,1,1,0,1.19
"16631",85,31,1,1,1,1.52
"16632",85,32,1,1,1,1.3
"16633",85,33,1,1,1,1.19
"16634",85,34,1,1,1,1.3
"16635",85,35,1,1,0,1.08
"16636",85,36,1,1,1,1.08
"16637",85,37,1,1,1,1.3
"16638",85,38,1,1,1,0.98
"16639",85,39,1,1,1,1.52
"16640",85,40,1,1,1,0.86
"16641",85,41,1,1,1,1.3
"16642",85,42,1,1,1,1.19
"16643",85,43,1,1,1,1.52
"16644",85,44,1,1,1,1.19
"16645",85,45,1,1,1,0.97
"16646",85,46,1,1,1,1.63
"16647",85,47,1,1,0,1.52
"16648",85,48,1,1,0,1.2
"16649",85,49,1,1,1,0.86
"16650",85,50,1,1,0,1.19
"16651",85,51,1,0,1,1.96
"16652",85,52,1,0,1,2.51
"16653",85,53,1,0,1,1.52
"16654",85,54,1,0,1,1.41
"16655",85,55,1,0,1,2.18
"16656",85,56,1,0,1,1.3
"16657",85,57,1,0,1,4.04
"16658",85,58,1,0,1,1.42
"16659",85,59,1,0,1,1.3
"16660",85,60,1,0,1,1.19
"16661",85,61,1,0,1,2.4
"16662",85,62,1,0,0,2.4
"16663",85,63,1,0,1,1.08
"16664",85,64,1,0,1,1.63
"16665",85,65,1,0,1,1.74
"16666",85,66,1,0,1,1.63
"16667",85,67,1,0,1,1.74
"16668",85,68,1,0,1,2.08
"16669",85,69,1,0,1,1.2
"16670",85,70,1,0,1,1.52
"16671",85,71,1,0,1,1.09
"16672",85,72,1,0,1,1.19
"16673",85,73,1,0,0,1.3
"16674",85,74,1,0,1,1.86
"16675",85,75,1,0,1,1.19
"16676",85,76,1,0,0,1.97
"16677",85,77,1,0,1,1.96
"16678",85,78,1,0,1,1.19
"16679",85,79,1,0,1,1.85
"16680",85,80,1,0,1,0.97
"16681",85,81,1,0,1,1.74
"16682",85,82,1,0,0,1.2
"16683",85,83,1,0,0,1.08
"16684",85,84,1,0,1,1.96
"16685",85,85,1,0,1,1.41
"16686",85,86,1,0,1,1.3
"16687",85,87,1,0,0,1.42
"16688",85,88,1,0,1,1.74
"16689",85,89,1,0,0,1.63
"16690",85,90,1,0,1,2.18
"16691",85,91,1,0,1,1.63
"16692",85,92,1,0,0,1.95
"16693",85,93,1,0,1,1.53
"16694",85,94,1,0,1,1.2
"16695",85,95,1,0,1,1.74
"16696",85,96,1,0,1,2.07
"16697",85,97,1,0,1,1.19
"16698",85,98,1,0,1,1.2
"16699",85,99,1,0,1,2.29
"16700",85,100,1,0,1,1.63
"16701",85,1,3,0,1,1.64
"16702",85,2,3,1,1,1.96
"16703",85,3,3,0,1,1.75
"16704",85,4,3,0,1,1.52
"16705",85,5,3,1,1,1.41
"16706",85,6,3,1,1,0.86
"16707",85,7,3,0,1,1.74
"16708",85,8,3,1,1,1.41
